0,hi,*,*,Hello ! How can i help you !!,students.aiml
0,hello,*,*,<srai>hi</srai>,students.aiml
0,gm,*,*,<srai>hi</srai>,students.aiml
0,gn,*,*,<srai>hi</srai>,students.aiml
0,good morning,*,*,<srai>hi</srai>,students.aiml
0,good night,*,*,<srai>hi</srai>,students.aiml
0,hey,*,*,<srai>hi</srai>,students.aiml
0,what _ mf,*,*,<srai>_ mutual funds</srai>,students.aiml
0,mf,*,*,<srai>_ mutual funds</srai>,students.aiml
0,_ Top stocks _,*,*,Starbucks Corporation (SBUX)#Comma NXP Semiconductors (NXPI)#Comma Facebook (FB)#Comma Stitch Fix (SFIX)#Comma Johnson & Johnson (JNJ),students.aiml
0,Top stocks,*,*,<srai>_ Top stocks _</srai>,students.aiml
0,_ Top stocks,*,*,<srai>_ Top stocks _</srai>,students.aiml
